Person Id,Computer Skills,Additional Skills,Skillset,Work Experience,Work Designation,Education,Education Specialization,VRF ID,Seva Dept,Job Description,Skills/Keyword,Seva Allocation Accurate or not,Not understood/little confusion/some doubt,Comment
400765,Basics in computer application.,Receptionist,Environment / Agriculture/ Farmer,Avadh,Receptionist,HSC/12,,Land Maintenance - Farming support - 2649,Land Maintenance,"Vellaingiri Farm - Activities which involving taking care of trees and soil, like preparation and pouring of Jeevamritam and other manures, Spraying the leaves with organic pesticides to get rid of the bugs, Harvesting the fruits, Managing waterlines, plantations, preparing LAB(Lactic Acid Bateria) and spraying, etc",Soft Skills / Fit for Physical Seva,1,,
400684,"I can work on MS office tools. Also, I've an experience in Website operations and Internal communications.","Experience with website operations and internal communication, CMS, MailChimp, news, SharePoint, scrum framework",Soft Skills / Articulate in communication,Capgemini,Manager,Bachelor of Technology (B.Tech),Information Technology,Isha Goushala - Guest Care Support - 2347,Isha Goushala,guest care at gaushala,Environment / Animal Husbandry,1,,"Though she is a manager by profession, guest care dept ask for presentability in the volunteer. So she can be good match for the job."
400661,Application development and maintenance,"C-Sharp language. Migration project - from local server to cloud. Tools used – visual studio and SQL sequel, azure. ASP.net – backend server scripting.",IT / Developer,Infosys,Senior system Engineer,Bachelor of Technology (B.Tech),Information Technology,IT - Applications - Devops Engineer - 2615,IT / IT - Applications,"AWS, GCP, Azure, Jenkins, CI/CD, Terraform, CDN, Cloud Architect, Cyber Security",IT / Devops Engineer,1,,
400635,Learnt and used Adobe Indesign for 3 months.,,Medical / Allopathy Doctor,Grasim Industries Ltd (Birla Paints Devision),Consultant medical officer,Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.),General practice,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
400598,Yes - Ms office,,Soft Skills / Articulate in communication,Eureka Forbes Limited,Sr.Manager,Bachelor of Business Administration (B.B.A.),,Learning & Development - Session Designer - 2660,Learning & Development,"1. Designing training sessions on various soft skills and technical skills.
2. Conducting research and studying material
3. Training the trainers and briefing of the design 
4. Ability to design for various areas and skills.",Education / Curriculum / Instruction Designer,1,,
400493,I can work use Ms office,MS office,Environment / Agriculture/ Farmer,,,Bachelor - Other,Agriculture,Farmer Producer Organisation (FPO) - Crop Husbandry - 2490,Farmer Producer Organisation (FPO),"Crop wise training manual preparation and monitoring
Preparing model paper for the crops
Booklet preparation on crop management 
",Environment / Agriculture/ Farmer,1,,
400474,Well-versed with Windows and Mac Operating Systems. Sound knowledge of MS Office Suite. Have worked with backend systems using SQL and Python. Showcase my creative side on video editing platforms like Filmora and Adobe Rush.,"Assistant manager
Business operations specialist
e - commerce and retail",General / Retail,Reliance Retail (Jiomart),Assistant Manager,Bachelor of Technology (B.Tech),Information Technology,ILPL - Marketing - E-Commerse - Category Manager - 2727,ILPL - Marketing,"Need separate Category Manager for Natural Foods, Personal Care, Clothing & accessories, and Health & Immunity Categories",Soft Skills / Enthusiastic,1,,
400465,"Microsoft Excel, power point",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,"WOCKHARDT hospital, Surat",Registered Nurse,Bachelor of Science (B.Sc),Nursing,Ashram Clinic - Nurse - 2436,Ashram Clinic,To provide treatment and care to patients as directed by the treating physician,Soft Skills / Articulate in communication,1,,
400407,Ms office,,Environment / Agriculture/ Farmer,Sri chaitanya school,Teacher,Master of Science (M.Sc),Physics,Farmer Producer Organisation (FPO) - Crop Husbandry - 2490,Farmer Producer Organisation (FPO),"Crop wise training manual preparation and monitoring
Preparing model paper for the crops
Booklet preparation on crop management 
",Environment / Agriculture/ Farmer,1,,
400329,"Python, SQL, MS Office, Tally ERP 9","BBA; Python and data analytics courses; Active NCC Cadet 3rd highest rank, , (has been trained on leadership, natural disasters, wars, rope tying",Soft Skills / Articulate in communication,,,Bachelor of Commerce (B.Com),Computer Applications,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
382888,Well versed in computer operation,,Medical / Allopathy Doctor,SSIMS Davangere,Doctor,Doctor of Medicine (M.D.),Radiology,Ashram Clinic - Allopathy Doctor - 2435,Ashram Clinic,"To assess the patients diagnose and treat them accordingly
",Medical / Allopathy Doctor,1,,
400264,Beginner,,Basic Computer Skills / Data Entry skills,,,Master of Arts (M.A.),JAINOLOGY,Temple - Linga Bhairavi - Rituals - 2633,Temple - Linga Bhairavi,"daily ritual assistance (12 ritual per day), abishekam preparation (3 times a day ) and store activity ",Soft Skills / Articulate in communication,1,,
398266,"Social media content creation, content writer, copywriting, proofreading, social media manager, brand promotion and market awareness, typing, e-mail, basic video editing in portrait for social media, canva.",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,SSLC/10,,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
317191,I don't have any experience on working on computer. I can do little bit basic things.,,Education / English Teacher,"S. G kids school, Khairthal",Teacher,Bachelor of Education (B.Ed.),,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,0,,Have teaching experience.
314382,"Can type.  
Can use powerpoint.",,Medical / Allopathy Doctor,Mediciti Institute of Medical Sciences,Senior Resident,Doctor of Medicine (M.D.),Pulmonology,Ashram Clinic - Allopathy Doctor - 2435,Ashram Clinic,"To assess the patients diagnose and treat them accordingly
",Medical / Allopathy Doctor,1,,
400213,Very Basic,,Medical / Nurse,Govt DIstict Hospital Chitradurga,Staff Nurse,Diploma,GNM Nursing,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,Could be in clinic?
400201,"Adobe premiere pro Video editing, photoshop, color correction, basic after effect, lightroom, microsoft word, basic excel, acrobat pdf,",,Arts and Crafts / Film Cinematographer,,,Bachelor of Engineering (B.E.),mechanical engineering,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
400142,MS-Word/MS- Excell/MS- Power point/ Mechanical Design Software-AutoCAD/CATIA/Solid works/Solid-edge etc.,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Apollo Cad Training institute,Design soft. trainer,Bachelor of Engineering (B.E.),Mechanical Engg,Ashram Administration - Access Control - 2838,Ashram Administration,"Supporting for access tag issuing, store, Preparing study reports and recommendations - tag / visitors' pass system, infra, security verification, pedestrian and vehicles access, Preparing IT requirements",Office Assistant / Admin Assistant,1,,
400004,Basic,,General / Hospitality/ Hotel Manager,Lovely veg Champ & Foods,Manager,Undergraduate,,Indian Language Publications - Punjabi Translator - 2429,Indian Language Publications,"Translation of Sadhguru videos, articles, and books.",Media and Communication / Copywriter,1,,
371333,"MS Excel, Data Science Skills(Python, Jupyter Notebook, Pandas, Numpy) 
Creative Skills: Adobe Photoshop, Procreate","MS Excel, Data Science Skills (Python, Jupyter Notebook, Pandas, Numpy)
Creative Skills: Adobe Photoshop, Procreate",Soft Skills / Articulate in communication,Freelancer,Freelancer,Bachelor of Technology (B.Tech),Electrical,IT - Applications - Artificial Intelligence (AI) Enthusiast - 2617,IT / IT - Applications,"AI, Machine Learning, NLP, Deep Learning,",IT / Artificial Intelligence/ Machine Learning,0,1,"Could this role be given with to someone with AI, NLP, DL work experience or strong data science background?"
338644,"Autocad, SketchUp, Photoshop, Illustrator,","Autocad, SketchUp, Photoshop, Illustrator, Dreamweaver",Construction & Fabrication / Architect,,,Diploma,Web designing and development,Indian Language Publications - Marathi Translator - 2424,Indian Language Publications,"Translation of Sadhguru videos, articles, and books.",Media and Communication / Copywriter,0,,Language preference
399893,"Experience with Video Editing on Adobe Premiere Pro. (Intermediate) 
Experience with Template and Social Media post creation on Canva. 
Experience with using Adobe Photoshop.(beginner level) 
Experience with using Word and Power Point (Article Writing and Presentations).",,Emedia / Active on Social Media,Madaari Communication,Content Creator ( ongoing Internship),Bachelor of Arts (B.A.),Audio-Visual,Emedia Operations - Content Creator - 2541,E-Media Panel / Emedia Operations,Volunteers who are content creators on Instagram and/or Tiktok. They are comfortable with creating short form content (Reels). They are familiar with current social media trends on these platforms and can create trending content. ,Emedia / Active on Social Media,1,,
399801,"I have 19 years of experience in delivering large-scale projects across industries (software, hardware, Professional Services, & Audit firms) and I have a proven track record of success in managing complex projects and programs across geographies (30+ countries). I am certified in PMP, ITIL, ISO 9001, Six Sigma, and Agile.",IT Program management - data center specialist,Corporate / Executive - Others,"EY(Qatar, KSA)",Senior Program Manager,Bachelor - Other,Computer Science,Sadhanapada - Video calls - Interviews - 2697,Sadhanapada,"Indian Applications - ~ Manage and coordinate scheduling and video calls:
        - Pre-call activities (scheduling, invitations, etc.)
        - Video call participation
        - Post-call activities (follow-up, etc.)
~ Monitor daily and weekly performance metrics (numbers and targets)
~ Proactively take initiative in their work
Experience should be in any customer facing roles such as sales, entrepreneur (not a small business owner),  hotel front office, customer support, etc.",Soft Skills / Strong Interpersonal skills (Coordinator),1,,
399646,Basic knowledge is there,basic video editing - not professional,Basic Computer Skills / Data Entry skills,Cogent,CSA,Bachelor - Other,Bsc. Medical imaging technology,Volunteers Coordination Department - Recruitment Officer - 2658,Volunteers Coordination Department,"Screening of Poornanga Applications, able to handle projects and coordinating with teams",Corporate / HR Manager,1,,
310786,Basic,,Education / Arts and Crafts Teacher,Sunrays public school,Teacher,Master of Arts (M.A.),English,Isha Samskriti - On ground Support - 2485,Isha Samskriti,To be able to guide students in different Physical fitness routines and exercises. Help students build stamina and agility ,Education / Physical education teacher,1,,
399589,Graphics Designing (skilled in canva).,"Software: Canva, Photoshop - social media designs",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Digital marketing company,Graphics Designing,Bachelor of Arts (B.A.),English,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
